Rank,Release Group,Worldwide,Domestic,Domestic_percent,Foreign,Foreign_percent,year
180,Draft Day,"2,98,24,199","2,88,42,237",96.70%,"9,81,962",3.30%,2014
181,Big Eyes,"2,92,53,166","1,44,82,031",49.50%,"1,47,71,135",50.50%,2014
182,The Fatal Encounter,"2,90,60,186",0,0,"2,90,60,186",100%,2014
183,Maya the Bee Movie,"2,86,38,603",0,0,"2,86,38,603",100%,2014
184,Pokémon the Movie: Diancie and the Cocoon of Destruction,"2,85,95,105",0,0,"2,85,95,105",100%,2014
185,The Divine Move,"2,79,26,871","1,36,707",0.50%,"2,77,90,164",99.50%,2014
186,Nicholas on Holiday,"2,75,67,832",0,0,"2,75,67,832",100%,2014
187,Grace of Monaco,"2,75,15,247",0,0,"2,75,15,247",100%,2014
188,Left Behind,"2,74,05,896","1,40,19,924",51.20%,"1,33,85,972",48.80%,2014
189,Joy of Fatherhood,"2,70,88,817",0,0,"2,70,88,817",100%,2014
190,A Hard Day,"2,64,88,847","19,004",0,"2,64,69,843",99.90%,2014
191,Top Five,"2,61,17,471","2,53,17,471",96.90%,"8,00,000",3.10%,2014
192,Iceman,"2,60,33,917","7,679",0,"2,60,26,238",100%,2014
193,Meet Miss Anxiety,"2,59,48,636",0,0,"2,59,48,636",100%,2014
194,"Love, Rosie","2,55,74,387","20,431",0,"2,55,53,956",99.90%,2014
195,A Haunted House 2,"2,53,58,716","1,73,29,486",68.30%,"80,29,230",31.70%,2014
196,And So It Goes,"2,53,12,387","1,51,60,801",59.90%,"1,01,51,586",40.10%,2014
197,Kung Fu Jungle,"2,40,70,765","1,29,784",0.50%,"2,39,40,981",99.50%,2014
198,Hot Road,"2,29,16,313",0,0,"2,29,16,313",100%,2014
199,Fading Gigolo,"2,27,06,304","37,69,873",16.60%,"1,89,36,431",83.40%,2014
0,Star Wars: Episode VII 0 The Force Awakens,"2,06,82,23,624","93,66,62,225",45.30%,"1,13,15,61,399",54.70%,2015
1,Jurassic World,"1,67,04,00,637","65,22,70,625",39%,"1,01,81,30,012",61%,2015
2,Furious 7,"1,51,50,47,671","35,30,07,020",23.30%,"1,16,20,40,651",76.70%,2015
3,Avengers: Age of Ultron,"1,40,28,05,868","45,90,05,868",32.70%,"94,38,00,000",67.30%,2015
4,Minions,"1,15,93,98,397","33,60,45,770",29%,"82,33,52,627",71%,2015
5,Spectre,"88,06,74,609","20,00,74,609",22.70%,"68,06,00,000",77.30%,2015
6,Inside Out,"85,82,94,430","35,64,61,711",41.50%,"50,18,32,719",58.50%,2015
7,Mission: Impossible 0 Rogue Nation,"68,27,14,267","19,50,42,377",28.60%,"48,76,71,890",71.40%,2015
8,The Hunger Games: Mockingjay 0 Part 2,"65,34,28,261","28,17,23,902",43.10%,"37,17,04,359",56.90%,2015
9,The Martian,"63,01,61,890","22,84,33,663",36.20%,"40,17,28,227",63.80%,2015
10,Fifty Shades of Grey,"56,96,51,467","16,61,67,230",29.20%,"40,34,84,237",70.80%,2015
11,Cinderella,"54,23,51,353","20,11,51,353",37.10%,"34,12,00,000",62.90%,2015
12,The Revenant,"53,29,50,503","18,36,37,894",34.50%,"34,93,12,609",65.50%,2015
13,Ant0Man,"51,93,11,965","18,02,02,163",34.70%,"33,91,09,802",65.30%,2015
14,Hotel Transylvania 2,"47,48,00,000","16,97,00,110",35.70%,"30,50,99,890",64.30%,2015
15,San Andreas,"47,45,90,832","15,51,90,832",32.70%,"31,94,00,000",67.30%,2015
16,Terminator Genisys,"44,06,03,537","8,97,60,956",20.40%,"35,08,42,581",79.60%,2015
17,Kingsman: The Secret Service,"41,43,51,546","12,82,61,724",31%,"28,60,89,822",69%,2015
18,Monster Hunt,"38,70,53,506","32,766",0,"38,70,20,740",100%,2015
19,Home,"38,60,41,607","17,73,97,510",46%,"20,86,44,097",54%,2015
20,Mad Max: Fury Road,"37,94,36,354","15,36,36,354",40.50%,"22,58,00,000",59.50%,2015
21,The Good Dinosaur,"33,22,07,671","12,30,87,120",37.10%,"20,91,20,551",62.90%,2015
22,Taken 3,"32,64,79,141","8,92,56,424",27.30%,"23,72,22,717",72.70%,2015
23,The SpongeBob Movie: Sponge Out of Water,"32,51,86,032","16,29,94,032",50.10%,"16,21,92,000",49.90%,2015
24,Maze Runner: The Scorch Trials,"31,22,96,056","8,16,97,192",26.20%,"23,05,98,864",73.80%,2015
25,The Divergent Series: Insurgent,"29,70,02,527","13,01,79,072",43.80%,"16,68,23,455",56.20%,2015
26,Pitch Perfect 2,"28,71,44,079","18,42,96,230",64.20%,"10,28,47,849",35.80%,2015
27,Mojin: The Lost Legend,"25,93,68,448","12,43,810",0.50%,"25,81,24,638",99.50%,2015
28,Lost in Hong Kong,"25,62,83,912","13,02,281",0.50%,"25,49,81,631",99.50%,2015
29,The Peanuts Movie,"24,62,33,113","13,01,78,411",52.90%,"11,60,54,702",47.10%,2015
30,Pixels,"24,48,74,809","7,87,47,585",32.20%,"16,61,27,224",67.80%,2015
31,Daddy's Home,"24,27,86,137","15,03,57,137",61.90%,"9,24,29,000",38.10%,2015
32,Spy,"23,56,66,219","11,08,25,712",47%,"12,48,40,507",53%,2015
33,Alvin and the Chipmunks: The Road Chip,"23,47,98,636","8,58,86,987",36.60%,"14,89,11,649",63.40%,2015
34,Goodbye Mr. Loser,"22,81,22,928","12,93,626",0.60%,"22,68,29,302",99.40%,2015
35,Ted 2,"21,58,63,606","8,14,76,385",37.70%,"13,43,87,221",62.30%,2015
36,Tomorrowland,"20,90,35,668","9,34,36,322",44.70%,"11,55,99,346",55.30%,2015
37,Everest,"20,34,27,584","4,34,82,270",21.40%,"15,99,45,314",78.60%,2015
38,Straight Outta Compton,"20,16,34,991","16,11,97,785",79.90%,"4,04,37,206",20.10%,2015
39,The Intern,"19,47,64,672","7,57,64,672",38.90%,"11,90,00,000",61.10%,2015
40,Jian Bing Man,"18,66,83,536",0,0,"18,66,83,536",100%,2015
41,Jupiter Ascending,"18,42,87,723","4,73,87,723",25.70%,"13,69,00,000",74.30%,2015
42,Creed,"17,41,67,581","10,97,67,581",63%,"6,44,00,000",37%,2015
43,Fantastic Four,"16,78,82,881","5,61,17,548",33.40%,"11,17,65,333",66.60%,2015
44,Bridge of Spies,"16,54,78,348","7,23,13,754",43.70%,"9,31,64,594",56.30%,2015
45,From Vegas to Macau II,"16,38,77,532",0,0,"16,38,77,532",100%,2015
46,Focus,"15,91,62,963","5,38,62,963",33.80%,"10,53,00,000",66.20%,2015
47,Goosebumps,"15,82,60,952","8,00,80,379",50.60%,"7,81,80,573",49.40%,2015
48,Ip Man 3,"15,69,54,938","26,79,437",1.70%,"15,42,75,501",98.30%,2015
49,The Hateful Eight,"15,57,60,117","5,41,17,416",34.70%,"10,16,42,701",65.30%,2015
50,Monkey King: Hero Is Back,"15,32,62,397",0,0,"15,32,62,397",100%,2015
51,Gods of Egypt,"15,06,80,864","3,11,53,464",20.70%,"11,95,27,400",79.30%,2015
52,The Last Witch Hunter,"14,69,36,910","2,73,67,660",18.60%,"11,95,69,250",81.40%,2015
53,Trainwreck,"14,07,95,793","11,02,12,700",78.30%,"3,05,83,093",21.70%,2015
54,Mr. Six,"13,91,91,345","14,15,450",1%,"13,77,75,895",99%,2015
55,Point Break,"13,37,82,481","2,87,82,481",21.50%,"10,50,00,000",78.50%,2015
56,The Big Short,"13,34,40,870","7,02,59,870",52.70%,"6,31,81,000",47.30%,2015
57,Pan,"12,89,88,320","3,50,88,320",27.20%,"9,39,00,000",72.80%,2015
58,Detective Chinatown,"12,58,42,935","4,74,252",0.40%,"12,53,68,683",99.60%,2015
59,Wolf Totem,"12,58,37,070","2,10,591",0.20%,"12,56,26,479",99.80%,2015
60,Ride Along 2,"12,46,05,297","9,12,21,830",73.20%,"3,33,83,467",26.80%,2015
61,Magic Mike XXL,"12,26,13,057","6,60,13,057",53.80%,"5,66,00,000",46.20%,2015
62,Dragon Blade,"12,25,93,849","74,068",0,"12,25,19,781",99.90%,2015
63,Insidious: Chapter 3,"11,29,83,889","5,22,18,558",46.20%,"6,07,65,331",53.80%,2015
64,Get Hard,"11,18,11,453","9,04,11,453",80.90%,"2,14,00,000",19.10%,2015
65,The Man from U.N.C.L.E.,"11,00,45,109","4,54,45,109",41.30%,"6,46,00,000",58.70%,2015
66,The 5th Wave,"10,99,06,372","3,49,16,787",31.80%,"7,49,89,585",68.20%,2015
67,Paul Blart: Mall Cop 2,"10,75,88,225","7,10,38,190",66%,"3,65,50,035",34%,2015
68,Vacation,"10,72,28,221","5,88,84,188",54.90%,"4,83,44,033",45.10%,2015
69,Chronicles of the Ghostly Tribe,"10,63,80,000",0,0,"10,63,80,000",100%,2015
70,Shaun the Sheep Movie,"10,62,09,378","1,93,75,982",18.20%,"8,68,33,396",81.80%,2015
71,Sisters,"10,50,11,053","8,70,44,645",82.90%,"1,79,66,408",17.10%,2015
72,Chappie,"10,28,11,889","3,15,69,268",30.70%,"7,12,42,621",69.30%,2015
73,Joy,"10,11,34,059","5,64,51,232",55.80%,"4,46,82,827",44.20%,2015
74,Black Mass,"9,99,75,678","6,25,75,678",62.60%,"3,74,00,000",37.40%,2015
75,Spotlight,"9,86,90,254","4,50,55,776",45.70%,"5,36,34,478",54.30%,2015
76,Devil and Angel,"9,85,99,942","1,31,058",0.10%,"9,84,68,884",99.90%,2015
77,The Visit,"9,84,50,062","6,52,06,105",66.20%,"3,32,43,957",33.80%,2015
78,The Little Prince,"9,75,71,250","13,39,152",1.40%,"9,62,32,098",98.60%,2015
79,Assassination,"9,61,19,773","19,04,682",2%,"9,42,15,091",98%,2015
80,Poltergeist,"9,54,37,994","4,74,25,125",49.70%,"4,80,12,869",50.30%,2015
81,Veteran,"9,43,93,020","12,00,627",1.30%,"9,31,92,393",98.70%,2015
82,In the Heart of the Sea,"9,43,20,758","2,50,20,758",26.50%,"6,93,00,000",73.50%,2015
83,Kill Zone 2,"9,36,38,358","11,998",0,"9,36,26,360",100%,2015
84,Southpaw,"9,19,70,827","5,24,21,953",57%,"3,95,48,874",43%,2015
85,The Second Best Exotic Marigold Hotel,"8,59,78,266","3,30,78,266",38.50%,"5,29,00,000",61.50%,2015
86,Paper Towns,"8,55,12,300","3,20,00,304",37.40%,"5,35,11,996",62.60%,2015
87,Sicario,"8,48,72,444","4,68,89,293",55.20%,"3,79,83,151",44.80%,2015
88,Our Times,"8,38,67,493",0,0,"8,38,67,493",100%,2015
89,Suck Me Shakespeer 2,"8,30,27,924",0,0,"8,30,27,924",100%,2015
90,Hitman: Agent 47,"8,23,47,656","2,24,67,450",27.30%,"5,98,80,206",72.70%,2015
91,Wolf Warrior,"8,14,11,331",0,0,"8,14,11,331",100%,2015
92,Go Away Mr. Tumor,"8,06,06,893","2,86,639",0.40%,"8,03,20,254",99.60%,2015
93,The Wedding Ringer,"7,97,99,880","6,44,60,211",80.80%,"1,53,39,669",19.20%,2015
94,Paranormal Activity: The Ghost Dimension,"7,89,03,124","1,83,00,124",23.20%,"6,06,03,000",76.80%,2015
95,The Left Ear,"7,80,15,473",0,0,"7,80,15,473",100%,2015
96,Tiny Times 4.0,"7,77,50,000",0,0,"7,77,50,000",100%,2015
97,Bajrangi Bhaijaan,"7,55,47,184","81,78,001",10.80%,"6,73,69,183",89.20%,2015
98,War Room,"7,32,67,874","6,77,90,117",92.50%,"54,77,757",7.50%,2015
99,The Transporter Refueled,"7,26,29,670","1,60,29,670",22.10%,"5,66,00,000",77.90%,2015
100,Run All Night,"7,16,61,644","2,64,61,644",36.90%,"4,52,00,000",63.10%,2015
101,13 Hours: The Secret Soldiers of Benghazi,"6,94,11,370","5,28,53,219",76.10%,"1,65,58,151",23.90%,2015
102,Running Man,"6,87,82,475","3,10,978",0.50%,"6,84,71,497",99.50%,2015
103,A Violent Prosecutor,"6,67,36,633",0,0,"6,67,36,633",100%,2015
104,The Age of Adaline,"6,56,63,276","4,26,29,776",64.90%,"2,30,33,500",35.10%,2015
105,Monk Comes Down the Mountain,"6,44,55,686",0,0,"6,44,55,686",100%,2015
106,Zhongkui: Snow Girl and the Dark Crystal,"6,43,25,947","1,65,428",0.30%,"6,41,60,519",99.70%,2015
107,The Danish Girl,"6,41,91,523","1,11,14,018",17.30%,"5,30,77,505",82.70%,2015
108,The Boy,"6,41,88,367","3,58,19,556",55.80%,"2,83,68,811",44.20%,2015
109,The Hundred Regiments Offensive,"6,32,30,000",0,0,"6,32,30,000",100%,2015
110,The Longest Ride,"6,29,44,815","3,74,46,117",59.50%,"2,54,98,698",40.50%,2015
111,Unfriended,"6,28,82,090","3,24,82,090",51.70%,"3,04,00,000",48.30%,2015
112,Brooklyn,"6,20,76,141","3,83,22,743",61.70%,"2,37,53,398",38.30%,2015
113,Dragon Ball Z: Resurrection 'F',"6,17,68,190","80,08,363",13%,"5,37,59,827",87%,2015
114,Woman in Gold,"6,16,19,773","3,33,07,793",54.10%,"2,83,11,980",45.90%,2015
115,Krampus,"6,15,48,707","4,27,25,475",69.40%,"1,88,23,232",30.60%,2015
116,The Perfect Guy,"6,02,73,173","5,70,27,435",94.60%,"32,45,738",5.40%,2015
117,Forever Young,"5,99,81,902","1,49,761",0.20%,"5,98,32,141",99.80%,2015
118,Miss Granny,"5,93,96,311","2,34,573",0.40%,"5,91,61,738",99.60%,2015
119,The Gift,"5,89,78,653","4,37,87,265",74.20%,"1,51,91,388",25.80%,2015
120,You Are My Sunshine,"5,66,40,000",0,0,"5,66,40,000",100%,2015
121,No Escape,"5,44,18,872","2,72,88,872",50.10%,"2,71,30,000",49.90%,2015
122,Sinister 2,"5,33,29,150","2,77,40,955",52%,"2,55,88,195",48%,2015
123,Detective Conan: Sunflowers of Inferno,"5,29,20,296",0,0,"5,29,20,296",100%,2015
124,Prem Ratan Dhan Payo,"5,27,15,771","43,64,639",8.30%,"4,83,51,132",91.70%,2015
125,The Boy Next Door,"5,24,25,855","3,54,23,380",67.60%,"1,70,02,475",32.40%,2015
126,The Night Before,"5,23,95,996","4,30,47,372",82.20%,"93,48,624",17.80%,2015
127,Hollywood Adventures,"5,22,65,070",0,0,"5,22,65,070",100%,2015
128,"Yo0kai Watch Movie: It's the Secret of Birth, Meow!","5,18,38,845","2,57,343",0.50%,"5,15,81,502",99.50%,2015
129,Hot Pursuit,"5,16,80,201","3,45,80,201",66.90%,"1,71,00,000",33.10%,2015
130,The Himalayas,"5,05,44,493","6,96,717",1.40%,"4,98,47,776",98.60%,2015
131,The Boy and the Beast,"4,97,14,378","4,90,643",1%,"4,92,23,735",99%,2015
132,Surprise,"4,95,67,466",0,0,"4,95,67,466",100%,2015
133,Entourage,"4,92,63,404","3,23,63,404",65.70%,"1,69,00,000",34.30%,2015
134,The Woman in Black 2: Angel of Death,"4,88,54,305","2,65,01,323",54.20%,"2,23,52,982",45.80%,2015
135,Concussion,"4,86,23,572","3,45,42,474",71%,"1,40,81,098",29%,2015
136,Inside Men,"4,76,16,503",0,0,"4,76,16,503",100%,2015
137,The Dead End,"4,76,00,000",0,0,"4,76,00,000",100%,2015
138,Boonie Bears: A Mystical Winter,"4,75,81,416",0,0,"4,75,81,416",100%,2015
139,Mortdecai,"4,72,75,695","76,96,134",16.30%,"3,95,79,561",83.70%,2015
140,Let's Get Married,"4,59,72,724","4,62,918",1%,"4,55,09,806",99%,2015
141,Somewhere Only We Know,"4,57,37,711","4,82,341",1.10%,"4,52,55,370",98.90%,2015
142,"McFarland, USA","4,57,10,059","4,44,82,410",97.30%,"12,27,649",2.70%,2015
143,Hero,"4,55,65,534","88,675",0.20%,"4,54,76,859",99.80%,2015
144,Still Alice,"4,47,79,195","1,87,54,371",41.90%,"2,60,24,824",58.10%,2015
145,Max,"4,39,56,255","4,26,56,255",97%,"13,00,000",3%,2015
146,The DUFF,"4,37,09,744","3,40,30,343",77.90%,"96,79,401",22.10%,2015
147,Legend,"4,29,72,994","18,72,994",4.40%,"4,11,00,000",95.60%,2015
148,The Gallows,"4,29,64,410","2,27,64,410",53%,"2,02,00,000",47%,2015
149,Love the Coopers,"4,24,26,912","2,63,02,731",62%,"1,61,24,181",38%,2015
150,The Throne,"4,21,65,755",0,0,"4,21,65,755",100%,2015
151,The Lady in the Van,"4,13,87,687","1,00,21,175",24.20%,"3,13,66,512",75.80%,2015
152,Ricki and the Flash,"4,13,25,328","2,68,22,144",64.90%,"1,45,03,184",35.10%,2015
153,Spanish Affair 2,"4,05,91,862",0,0,"4,05,91,862",100%,2015
154,Carol,"4,02,72,135","1,27,11,491",31.60%,"2,75,60,644",68.40%,2015
155,Northern Limit Line,"4,00,34,677","3,37,907",0.80%,"3,96,96,770",99.20%,2015
156,Ex0Files 2: The Backup Strikes Back,"3,91,08,291",0,0,"3,91,08,291",100%,2015
157,Criminal,"3,88,03,993","1,47,08,696",37.90%,"2,40,95,297",62.10%,2015
158,Boruto: Naruto the Movie,"3,83,62,448","9,19,651",2.40%,"3,74,42,797",97.60%,2015
159,The Lazarus Effect,"3,83,56,892","2,58,01,570",67.30%,"1,25,55,322",32.70%,2015
160,Helios,"3,79,38,005",0,0,"3,79,38,005",100%,2015
161,A Walk in the Woods,"3,74,61,274","2,95,04,281",78.80%,"79,56,993",21.20%,2015
162,Ex Machina,"3,68,69,414","2,54,42,958",69%,"1,14,26,456",31%,2015
163,Burnt,"3,66,06,743","1,36,51,946",37.30%,"2,29,54,797",62.70%,2015
164,The Priests,"3,65,77,134","1,85,093",0.50%,"3,63,92,041",99.50%,2015
165,The New Adventures of Aladdin,"3,57,71,820",0,0,"3,57,71,820",100%,2015
166,Heidi,"3,57,55,670",0,0,"3,57,55,670",100%,2015
167,Room,"3,54,01,758","1,46,77,654",41.50%,"2,07,24,104",58.50%,2015
168,Lost and Love,"3,49,30,177","1,88,817",0.50%,"3,47,41,360",99.50%,2015
169,Secret in Their Eyes,"3,48,54,990","2,01,80,155",57.90%,"1,46,74,835",42.10%,2015
170,"Dad, Where Are We Going 2","3,48,40,000",0,0,"3,48,40,000",100%,2015
171,Doraemon: Nobita no Uchû Eiyûki,"3,48,11,747",0,0,"3,48,11,747",100%,2015
172,Steve Jobs,"3,44,41,873","1,77,66,658",51.60%,"1,66,75,215",48.40%,2015
173,Victor Frankenstein,"3,42,27,298","57,75,076",16.90%,"2,84,52,222",83.10%,2015
174,The Witness,"3,39,63,557","4,18,063",1.20%,"3,35,45,494",98.80%,2015
175,Project Almanac,"3,32,13,241","2,23,48,241",67.30%,"1,08,65,000",32.70%,2015
176,Dilwale,"3,19,94,323","48,71,263",15.20%,"2,71,23,060",84.80%,2015
177,Suffragette,"3,19,72,096","47,02,420",14.70%,"2,72,69,676",85.30%,2015
178,Self/less,"3,18,07,156","1,22,79,691",38.60%,"1,95,27,465",61.40%,2015
179,Saving Mr. Wu,"3,12,22,161","92,696",0.30%,"3,11,29,465",99.70%,2015
180,Attack on Titan Part 1,"3,08,10,658","4,49,523",1.50%,"3,03,61,135",98.50%,2015
181,A Man Called Ove,"3,06,92,889","34,79,315",11.30%,"2,72,13,574",88.70%,2015
182,Far from the Madding Crowd,"3,02,29,977","1,22,36,500",40.50%,"1,79,93,477",59.50%,2015
183,Mr. Holmes,"2,93,55,203","1,77,37,646",60.40%,"1,16,17,557",39.60%,2015
184,Love & Mercy,"2,86,41,776","1,25,51,031",43.80%,"1,60,90,745",56.20%,2015
185,Flying Colors,"2,85,25,563",0,0,"2,85,25,563",100%,2015
186,Triumph in the Skies,"2,80,85,162",0,0,"2,80,85,162",100%,2015
187,The 33,"2,79,72,023","1,22,27,722",43.70%,"1,57,44,301",56.30%,2015
188,Bride Wars,"2,76,70,000",0,0,"2,76,70,000",100%,2015
189,Irrational Man,"2,73,91,084","40,30,360",14.70%,"2,33,60,724",85.30%,2015
190,Detective K: Secret of the Lost Island,"2,73,87,870","1,85,367",0.70%,"2,72,02,503",99.30%,2015
191,To the Fore,"2,72,67,799",0,0,"2,72,67,799",100%,2015
192,American Ultra,"2,72,62,374","1,44,40,985",53%,"1,28,21,389",47%,2015
193,Orange,"2,62,61,536",0,0,"2,62,61,536",100%,2015
194,Aloha,"2,62,50,020","2,10,67,116",80.30%,"51,82,904",19.70%,2015
195,Huevos: Little Rooster's Egg0cellent Adventure,"2,58,92,561","90,80,818",35.10%,"1,68,11,743",64.90%,2015
196,Dügün Dernek 2: Sünnet,"2,58,36,668",0,0,"2,58,36,668",100%,2015
197,Look Who's Back,"2,55,13,752",0,0,"2,55,13,752",100%,2015
198,Serial Teachers 2,"2,53,64,150",0,0,"2,53,64,150",100%,2015
199,Wild City,"2,48,17,852","34,866",0.10%,"2,47,82,986",99.90%,2015
0,Captain America: Civil War,"1,15,32,96,293","40,80,84,349",35.40%,"74,52,11,944",64.60%,2016
1,Rogue One: A Star Wars Story,"1,05,60,57,273","53,21,77,324",50.40%,"52,38,79,949",49.60%,2016
2,Finding Dory,"1,02,85,70,889","48,62,95,561",47.30%,"54,22,75,328",52.70%,2016
3,Zootopia,"1,02,37,84,195","34,12,68,248",33.30%,"68,25,15,947",66.70%,2016
4,The Jungle Book,"96,65,50,600","36,40,01,123",37.70%,"60,25,49,477",62.30%,2016
5,The Secret Life of Pets,"87,56,97,467","36,86,23,860",42.10%,"50,70,73,607",57.90%,2016
6,Batman v Superman: Dawn of Justice,"87,43,60,194","33,03,60,194",37.80%,"54,40,00,000",62.20%,2016
7,Fantastic Beasts and Where to Find Them,"81,60,37,575","23,40,37,575",28.70%,"58,20,00,000",71.30%,2016
8,Deadpool,"78,26,12,155","36,30,70,709",46.40%,"41,95,41,446",53.60%,2016
9,Suicide Squad,"74,92,00,054","32,51,00,054",43.40%,"42,41,00,000",56.60%,2016
10,Doctor Strange,"67,77,18,395","23,26,41,920",34.30%,"44,50,76,475",65.70%,2016
11,Moana,"64,33,31,111","24,87,57,044",38.70%,"39,45,74,067",61.30%,2016
12,Sing,"63,41,51,679","27,03,95,425",42.60%,"36,37,56,254",57.40%,2016
13,The Mermaid,"55,38,10,228","32,32,685",0.60%,"55,05,77,543",99.40%,2016
14,X0Men: Apocalypse,"54,39,34,105","15,54,42,489",28.60%,"38,84,91,616",71.40%,2016
15,Kung Fu Panda 3,"52,11,70,825","14,35,28,619",27.50%,"37,76,42,206",72.50%,2016
16,La La Land,"44,74,07,695","15,11,01,803",33.80%,"29,63,05,892",66.20%,2016
17,Warcraft,"43,90,48,914","4,73,65,290",10.80%,"39,16,83,624",89.20%,2016
18,Jason Bourne,"41,54,84,914","16,24,34,410",39.10%,"25,30,50,504",60.90%,2016
19,Ice Age: Collision Course,"40,85,79,038","6,40,63,008",15.70%,"34,45,16,030",84.30%,2016
20,Independence Day: Resurgence,"38,96,81,935","10,31,44,286",26.50%,"28,65,37,649",73.50%,2016
21,Your Name.,"35,79,86,087","50,17,246",1.40%,"35,29,68,841",98.60%,2016
22,The Legend of Tarzan,"35,72,43,061","12,66,43,061",35.50%,"23,06,00,000",64.50%,2016
23,The Angry Birds Movie,"35,23,33,929","10,75,09,366",30.50%,"24,48,24,563",69.50%,2016
24,Trolls,"34,70,13,487","15,38,56,089",44.30%,"19,31,57,398",55.70%,2016
25,Star Trek Beyond,"34,34,71,816","15,88,48,340",46.20%,"18,46,23,476",53.80%,2016
26,The Great Wall,"33,49,33,831","4,55,40,830",13.60%,"28,93,93,001",86.40%,2016
27,Now You See Me 2,"33,48,97,606","6,50,75,540",19.40%,"26,98,22,066",80.60%,2016
28,The Conjuring 2,"32,13,70,008","10,24,70,008",31.90%,"21,89,00,000",68.10%,2016
29,Resident Evil: The Final Chapter,"31,22,42,626","2,68,30,068",8.60%,"28,54,12,558",91.40%,2016
30,Dangal,"30,37,23,636","1,23,91,761",4.10%,"29,13,31,875",95.90%,2016
31,Passengers,"30,31,44,152","10,00,14,699",33%,"20,31,29,453",67%,2016
32,Alice Through the Looking Glass,"29,94,57,024","7,70,41,381",25.70%,"22,24,15,643",74.30%,2016
33,Miss Peregrine's Home for Peculiar Children,"29,64,82,446","8,72,42,834",29.40%,"20,92,39,612",70.60%,2016
34,Teenage Mutant Ninja Turtles: Out of the Shadows,"24,56,23,848","8,20,51,601",33.40%,"16,35,72,247",66.60%,2016
35,Sully,"24,38,70,033","12,50,70,033",51.30%,"11,88,00,000",48.70%,2016
36,Assassin's Creed,"24,06,97,856","5,46,47,948",22.70%,"18,60,49,908",77.30%,2016
37,Hidden Figures,"23,59,56,898","16,96,07,287",71.90%,"6,63,49,611",28.10%,2016
38,Ghostbusters,"22,91,47,509","12,83,50,574",56%,"10,07,96,935",44%,2016
39,Inferno,"22,00,21,259","3,43,43,574",15.60%,"18,56,77,685",84.40%,2016
40,Central Intelligence,"21,69,40,871","12,74,40,871",58.70%,"8,95,00,000",41.30%,2016
41,Bridget Jones's Baby,"21,19,52,420","2,42,52,420",11.40%,"18,77,00,000",88.60%,2016
42,Me Before You,"20,84,45,075","5,62,45,075",27%,"15,22,00,000",73%,2016
43,London Has Fallen,"20,57,54,447","6,25,24,260",30.40%,"14,32,30,187",69.60%,2016
44,Arrival,"20,33,88,186","10,05,46,139",49.40%,"10,28,42,047",50.60%,2016
45,The BFG,"19,52,43,411","5,54,83,770",28.40%,"13,97,59,641",71.60%,2016
46,The Monkey King 2,"19,36,78,298","7,09,982",0.40%,"19,29,68,316",99.60%,2016
47,Bad Moms,"18,39,36,074","11,32,57,297",61.60%,"7,06,78,777",38.40%,2016
48,Storks,"18,36,79,278","7,26,79,278",39.60%,"11,10,00,000",60.40%,2016
49,From Vegas to Macau III,"18,17,32,879",0,0,"18,17,32,879",100%,2016
50,Hacksaw Ridge,"18,05,63,636","6,72,09,615",37.20%,"11,33,54,021",62.80%,2016
51,Allegiant,"17,92,46,868","6,61,84,051",36.90%,"11,30,62,817",63.10%,2016
52,Operation Mekong,"17,38,39,072","8,00,012",0.50%,"17,30,39,060",99.50%,2016
53,The Girl on the Train,"17,31,85,859","7,53,95,035",43.50%,"9,77,90,824",56.50%,2016
54,The Huntsman: Winter's War,"16,49,89,338","4,83,90,190",29.30%,"11,65,99,148",70.70%,2016
55,The Magnificent Seven,"16,23,60,636","9,34,32,655",57.50%,"6,89,27,981",42.50%,2016
56,Jack Reacher: Never Go Back,"16,21,46,076","5,86,97,076",36.20%,"10,34,49,000",63.80%,2016
57,Don't Breathe,"15,77,61,002","8,92,17,875",56.60%,"6,85,43,127",43.40%,2016
58,The Accountant,"15,55,60,045","8,62,60,045",55.50%,"6,93,00,000",44.50%,2016
59,Lights Out,"14,93,68,835","6,72,68,835",45%,"8,21,00,000",55%,2016
60,Time Raiders,"14,58,19,137",0,0,"14,58,19,137",100%,2016
61,Pete's Dragon,"14,36,95,338","7,62,33,151",53.10%,"6,74,62,187",46.90%,2016
